thrust,time
3.12431525993537,3.7
2.268754957201,3.71
3.7354297618885,3.72
2.87986945915412,3.73
2.02430915641975,3.74
2.63542365837287,3.75
2.63542365837287,3.76
2.268754957201,3.77
2.02430915641975,3.78
3.36876106071662,3.79
2.63542365837287,3.8
3.7354297618885,3.81
2.268754957201,3.82
3.36876106071662,3.83
3.85765266227912,3.84
2.268754957201,3.85
3.00209235954475,3.86
2.7576465587635,3.87
3.00209235954475,3.88
2.268754957201,3.89
2.51320075798225,3.9
3.12431525993537,3.91
3.61320686149787,3.92
2.7576465587635,3.93
2.7576465587635,3.94
4.10209846306037,3.95
3.61320686149787,3.96
3.7354297618885,3.97
2.63542365837287,3.98
3.7354297618885,3.99
3.246538160326,4
2.63542365837287,4.01
2.63542365837287,4.02
3.7354297618885,4.03
3.00209235954475,4.04
3.00209235954475,4.05
4.10209846306037,4.06
3.246538160326,4.07
2.63542365837287,4.08
3.246538160326,4.09
3.00209235954475,4.1
3.00209235954475,4.11
3.7354297618885,4.12
2.63542365837287,4.13
2.268754957201,4.14
2.268754957201,4.15
3.00209235954475,4.16
3.246538160326,4.17
3.36876106071662,4.18
3.00209235954475,4.19
2.268754957201,4.2
3.246538160326,4.21
3.36876106071662,4.22
3.246538160326,4.23
2.02430915641975,4.24
3.246538160326,4.25
3.7354297618885,4.26
2.268754957201,4.27
2.63542365837287,4.28
3.36876106071662,4.29
3.12431525993537,4.3
2.63542365837287,4.31
3.246538160326,4.32
3.00209235954475,4.33
2.63542365837287,4.34
2.02430915641975,4.35
3.12431525993537,4.36
3.36876106071662,4.37
2.02430915641975,4.38
2.63542365837287,4.39
2.7576465587635,4.4
3.49098396110725,4.41
3.246538160326,4.42
3.36876106071662,4.43
3.36876106071662,4.44
3.36876106071662,4.45
2.63542365837287,4.46
3.00209235954475,4.47
2.51320075798225,4.48
2.39097785759162,4.49
2.7576465587635,4.5
2.87986945915412,4.51
2.63542365837287,4.52
3.36876106071662,4.53
3.00209235954475,4.54
3.49098396110725,4.55
2.63542365837287,4.56
3.12431525993537,4.57
3.85765266227912,4.58
4.10209846306037,4.59
3.00209235954475,4.6
3.00209235954475,4.61
2.39097785759162,4.62
3.85765266227912,4.63
2.63542365837287,4.64
3.49098396110725,4.65
3.61320686149787,4.66
3.36876106071662,4.67
3.36876106071662,4.68
3.12431525993537,4.69
3.00209235954475,4.7
3.49098396110725,4.71
4.10209846306037,4.72
3.7354297618885,4.73
3.00209235954475,4.74
3.246538160326,4.75
3.49098396110725,4.76
3.49098396110725,4.77
3.36876106071662,4.78
2.63542365837287,4.79
4.10209846306037,4.8
3.85765266227912,4.81
3.00209235954475,4.82
4.10209846306037,4.83
2.39097785759162,4.84
3.36876106071662,4.85
3.00209235954475,4.86
3.246538160326,4.87
2.268754957201,4.88
3.00209235954475,4.89
3.00209235954475,4.9
3.00209235954475,4.91
3.49098396110725,4.92
3.7354297618885,4.93
3.36876106071662,4.94
3.246538160326,4.95
3.246538160326,4.96
3.61320686149787,4.97
3.246538160326,4.98
3.246538160326,4.99
3.246538160326,5
3.00209235954475,5.01
3.7354297618885,5.02
2.39097785759162,5.03
3.36876106071662,5.04
3.36876106071662,5.05
3.00209235954475,5.06
3.49098396110725,5.07
2.87986945915412,5.08
3.49098396110725,5.09
3.246538160326,5.1
3.49098396110725,5.11
2.87986945915412,5.12
2.87986945915412,5.13
3.7354297618885,5.14
3.00209235954475,5.15
3.00209235954475,5.16
3.7354297618885,5.17
2.63542365837287,5.18
3.49098396110725,5.19
2.63542365837287,5.2
3.36876106071662,5.21
4.10209846306037,5.22
3.7354297618885,5.23
2.63542365837287,5.24
3.49098396110725,5.25
3.36876106071662,5.26
4.10209846306037,5.27
3.00209235954475,5.28
3.12431525993537,5.29
3.00209235954475,5.3
3.7354297618885,5.31
3.36876106071662,5.32
3.49098396110725,5.33
2.63542365837287,5.34
3.00209235954475,5.35
3.49098396110725,5.36
3.246538160326,5.37
2.63542365837287,5.38
2.63542365837287,5.39
3.00209235954475,5.4
3.61320686149787,5.41
3.00209235954475,5.42
2.87986945915412,5.43
3.49098396110725,5.44
3.61320686149787,5.45
2.63542365837287,5.46
3.49098396110725,5.47
3.49098396110725,5.48
3.7354297618885,5.49
2.63542365837287,5.5
3.246538160326,5.51
2.63542365837287,5.52
4.10209846306037,5.53
3.7354297618885,5.54
2.02430915641975,5.55
2.7576465587635,5.56
3.36876106071662,5.57
2.63542365837287,5.58
3.36876106071662,5.59
3.00209235954475,5.6
2.51320075798225,5.61
2.87986945915412,5.62
3.36876106071662,5.63
3.12431525993537,5.64
3.36876106071662,5.65
3.246538160326,5.66
3.61320686149787,5.67
3.36876106071662,5.68
3.246538160326,5.69
2.87986945915412,5.7
3.00209235954475,5.71
3.246538160326,5.72
3.61320686149787,5.73
2.63542365837287,5.74
3.49098396110725,5.75
3.85765266227912,5.76
2.63542365837287,5.77
2.63542365837287,5.78
3.12431525993537,5.79
3.12431525993537,5.8
3.7354297618885,5.81
4.10209846306037,5.82
2.7576465587635,5.83
3.36876106071662,5.84
3.36876106071662,5.85
3.00209235954475,5.86
3.00209235954475,5.87
3.7354297618885,5.88
3.12431525993537,5.89
3.49098396110725,5.9
3.00209235954475,5.91
3.00209235954475,5.92
2.7576465587635,5.93
3.7354297618885,5.94
3.49098396110725,5.95
3.36876106071662,5.96
2.87986945915412,5.97
2.87986945915412,5.98
3.61320686149787,5.99
3.36876106071662,6
3.7354297618885,6.01
2.63542365837287,6.02
3.12431525993537,6.03
2.87986945915412,6.04
1.90208625602912,6.05
3.246538160326,6.06
4.10209846306037,6.07
3.36876106071662,6.08
3.7354297618885,6.09
3.00209235954475,6.1
2.87986945915412,6.11
3.12431525993537,6.12
3.00209235954475,6.13
3.7354297618885,6.14
3.246538160326,6.15
2.39097785759162,6.16
3.246538160326,6.17
3.12431525993537,6.18
3.246538160326,6.19
2.7576465587635,6.2
4.10209846306037,6.21
3.7354297618885,6.22
3.00209235954475,6.23
3.00209235954475,6.24
3.246538160326,6.25
3.49098396110725,6.26
3.49098396110725,6.27
3.12431525993537,6.28
3.00209235954475,6.29
3.49098396110725,6.3
3.00209235954475,6.31
3.7354297618885,6.32
2.63542365837287,6.33
3.246538160326,6.34
3.7354297618885,6.35
3.00209235954475,6.36
3.36876106071662,6.37
3.36876106071662,6.38
3.61320686149787,6.39
4.10209846306037,6.4
2.39097785759162,6.41
2.87986945915412,6.42
3.246538160326,6.43
3.7354297618885,6.44
3.36876106071662,6.45
2.63542365837287,6.46
2.63542365837287,6.47
3.7354297618885,6.48
3.12431525993537,6.49
3.12431525993537,6.5
3.00209235954475,6.51
3.7354297618885,6.52
3.36876106071662,6.53
2.87986945915412,6.54
2.39097785759162,6.55
3.00209235954475,6.56
3.00209235954475,6.57
3.49098396110725,6.58
2.02430915641975,6.59
3.00209235954475,6.6
3.36876106071662,6.61
2.63542365837287,6.62
2.268754957201,6.63
4.10209846306037,6.64
3.36876106071662,6.65
2.268754957201,6.66
3.49098396110725,6.67
2.63542365837287,6.68
2.87986945915412,6.69
2.87986945915412,6.7
2.87986945915412,6.71
2.63542365837287,6.72
2.63542365837287,6.73
2.63542365837287,6.74
2.63542365837287,6.75
2.63542365837287,6.76
2.63542365837287,6.77
3.61320686149787,6.78
2.268754957201,6.79
3.246538160326,6.8
2.63542365837287,6.81
2.39097785759162,6.82
3.246538160326,6.83
3.49098396110725,6.84
2.268754957201,6.85
3.246538160326,6.86
4.10209846306037,6.87
2.268754957201,6.88
3.49098396110725,6.89
2.63542365837287,6.9
3.7354297618885,6.91
3.7354297618885,6.92
3.12431525993537,6.93
3.49098396110725,6.94
3.36876106071662,6.95
2.87986945915412,6.96
2.02430915641975,6.97
4.10209846306037,6.98
2.87986945915412,6.99
3.61320686149787,7
3.61320686149787,7.01
3.61320686149787,7.02
3.7354297618885,7.03
2.63542365837287,7.04
2.63542365837287,7.05
2.268754957201,7.06
3.49098396110725,7.07
3.49098396110725,7.08
2.268754957201,7.09
3.85765266227912,7.1
3.12431525993537,7.11
2.268754957201,7.12
2.39097785759162,7.13
3.36876106071662,7.14
2.63542365837287,7.15
3.36876106071662,7.16
3.00209235954475,7.17
2.268754957201,7.18
2.02430915641975,7.19
3.246538160326,7.2
3.49098396110725,7.21
3.36876106071662,7.22
3.246538160326,7.23
3.00209235954475,7.24
2.87986945915412,7.25
3.12431525993537,7.26
2.268754957201,7.27
2.268754957201,7.28
2.268754957201,7.29
2.268754957201,7.3
2.268754957201,7.31
2.268754957201,7.32
3.00209235954475,7.33
2.63542365837287,7.34
3.12431525993537,7.35
2.63542365837287,7.36
2.39097785759162,7.37
3.36876106071662,7.38
2.268754957201,7.39
2.63542365837287,7.4
2.87986945915412,7.41
3.61320686149787,7.42
2.39097785759162,7.43
3.12431525993537,7.44
2.87986945915412,7.45
2.39097785759162,7.46
3.7354297618885,7.47
2.63542365837287,7.48
3.12431525993537,7.49
2.39097785759162,7.5
3.36876106071662,7.51
2.63542365837287,7.52
3.49098396110725,7.53
3.246538160326,7.54
3.246538160326,7.55
3.00209235954475,7.56
3.246538160326,7.57
2.87986945915412,7.58
2.87986945915412,7.59
2.87986945915412,7.6
2.87986945915412,7.61
2.87986945915412,7.62
2.87986945915412,7.63
2.87986945915412,7.64
2.63542365837287,7.65
2.87986945915412,7.66
2.268754957201,7.67
3.49098396110725,7.68
3.49098396110725,7.69
3.7354297618885,7.7
3.00209235954475,7.71
2.87986945915412,7.72
3.246538160326,7.73
2.63542365837287,7.74
3.49098396110725,7.75
3.00209235954475,7.76
3.49098396110725,7.77
3.246538160326,7.78
3.246538160326,7.79
3.49098396110725,7.8
3.49098396110725,7.81
3.7354297618885,7.82
3.00209235954475,7.83
3.49098396110725,7.84
3.36876106071662,7.85
3.00209235954475,7.86
3.12431525993537,7.87
3.12431525993537,7.88
3.12431525993537,7.89
3.12431525993537,7.9
3.12431525993537,7.91
3.36876106071662,7.92
3.36876106071662,7.93
3.36876106071662,7.94
3.36876106071662,7.95
3.246538160326,7.96
2.87986945915412,7.97
3.61320686149787,7.98
3.36876106071662,7.99
3.00209235954475,8
2.87986945915412,8.01
3.246538160326,8.02
2.63542365837287,8.03
3.36876106071662,8.04
2.63542365837287,8.05
3.12431525993537,8.06
3.00209235954475,8.07
3.36876106071662,8.08
3.00209235954475,8.09
3.12431525993537,8.1
2.39097785759162,8.11
3.12431525993537,8.12
3.12431525993537,8.13
3.00209235954475,8.14
3.00209235954475,8.15
3.12431525993537,8.16
3.36876106071662,8.17
2.87986945915412,8.18
2.87986945915412,8.19
2.87986945915412,8.2
2.87986945915412,8.21
2.87986945915412,8.22
2.87986945915412,8.23
2.87986945915412,8.24
3.36876106071662,8.25
3.7354297618885,8.26
3.12431525993537,8.27
3.00209235954475,8.28
3.49098396110725,8.29
3.246538160326,8.3
2.63542365837287,8.31
3.246538160326,8.32
3.00209235954475,8.33
3.36876106071662,8.34
3.61320686149787,8.35
2.87986945915412,8.36
2.63542365837287,8.37
3.00209235954475,8.38
3.246538160326,8.39
3.49098396110725,8.4
3.61320686149787,8.41
3.12431525993537,8.42
3.49098396110725,8.43
3.49098396110725,8.44
2.14653205681037,8.45
3.12431525993537,8.46
3.00209235954475,8.47
3.00209235954475,8.48
3.00209235954475,8.49
3.12431525993537,8.5
3.00209235954475,8.51
3.246538160326,8.52
3.00209235954475,8.53
2.87986945915412,8.54
3.49098396110725,8.55
2.63542365837287,8.56
3.12431525993537,8.57
2.63542365837287,8.58
3.12431525993537,8.59
2.63542365837287,8.6
3.246538160326,8.61
3.49098396110725,8.62
2.268754957201,8.63
2.268754957201,8.64
2.39097785759162,8.65
3.12431525993537,8.66
3.00209235954475,8.67
2.63542365837287,8.68
3.85765266227912,8.69
3.49098396110725,8.7
3.7354297618885,8.71
3.00209235954475,8.72
3.00209235954475,8.73
3.246538160326,8.74
4.10209846306037,8.75
2.63542365837287,8.76
2.87986945915412,8.77
2.63542365837287,8.78
3.7354297618885,8.79
3.12431525993537,8.8
2.39097785759162,8.81
3.36876106071662,8.82
2.87986945915412,8.83
3.36876106071662,8.84
3.00209235954475,8.85
2.63542365837287,8.86
3.246538160326,8.87
3.7354297618885,8.88
3.246538160326,8.89
2.63542365837287,8.9
3.7354297618885,8.91
2.63542365837287,8.92
2.87986945915412,8.93
3.36876106071662,8.94
2.268754957201,8.95
3.00209235954475,8.96
3.49098396110725,8.97
3.12431525993537,8.98
3.12431525993537,8.99
2.39097785759162,9
2.02430915641975,9.01
3.7354297618885,9.02
3.7354297618885,9.03
2.39097785759162,9.04
2.87986945915412,9.05
3.85765266227912,9.06
3.36876106071662,9.07
3.97987556266975,9.08
3.36876106071662,9.09
2.63542365837287,9.1
2.39097785759162,9.11
3.7354297618885,9.12
2.268754957201,9.13
3.12431525993537,9.14
2.87986945915412,9.15
3.00209235954475,9.16
2.63542365837287,9.17
2.63542365837287,9.18
2.87986945915412,9.19
2.39097785759162,9.2
2.87986945915412,9.21
3.49098396110725,9.22
3.12431525993537,9.23
3.00209235954475,9.24
2.02430915641975,9.25
3.246538160326,9.26
2.268754957201,9.27
2.87986945915412,9.28
2.268754957201,9.29
2.268754957201,9.3
2.63542365837287,9.31
3.12431525993537,9.32
2.39097785759162,9.33
2.39097785759162,9.34
2.87986945915412,9.35
3.7354297618885,9.36
3.12431525993537,9.37
2.268754957201,9.38
3.7354297618885,9.39
3.246538160326,9.4
3.00209235954475,9.41
3.246538160326,9.42
2.39097785759162,9.43
3.00209235954475,9.44
3.12431525993537,9.45
3.49098396110725,9.46
3.36876106071662,9.47
3.7354297618885,9.48
3.49098396110725,9.49
2.02430915641975,9.5
2.87986945915412,9.51
3.7354297618885,9.52
2.87986945915412,9.53
3.36876106071662,9.54
2.87986945915412,9.55
3.36876106071662,9.56
2.268754957201,9.57
2.02430915641975,9.58
2.7576465587635,9.59
3.00209235954475,9.6
3.36876106071662,9.61
2.63542365837287,9.62
3.12431525993537,9.63
3.00209235954475,9.64
3.49098396110725,9.65
2.63542365837287,9.66
2.02430915641975,9.67
3.12431525993537,9.68
3.00209235954475,9.69
2.02430915641975,9.7
2.63542365837287,9.71
4.10209846306037,9.72
2.87986945915412,9.73
3.49098396110725,9.74
2.268754957201,9.75
3.85765266227912,9.76
2.7576465587635,9.77
2.63542365837287,9.78
2.63542365837287,9.79
3.00209235954475,9.8
2.39097785759162,9.81
2.63542365837287,9.82
3.36876106071662,9.83
3.36876106071662,9.84
2.39097785759162,9.85
3.12431525993537,9.86
3.00209235954475,9.87
2.63542365837287,9.88
3.36876106071662,9.89
3.85765266227912,9.9
3.00209235954475,9.91
2.39097785759162,9.92
3.36876106071662,9.93
3.00209235954475,9.94
2.63542365837287,9.95
2.87986945915412,9.96
3.7354297618885,9.97
3.00209235954475,9.98
2.63542365837287,9.99
3.7354297618885,10
3.00209235954475,10.01
4.34654426384162,10.02
3.49098396110725,10.03
3.49098396110725,10.04
2.63542365837287,10.05
3.61320686149787,10.06
2.268754957201,10.07
3.49098396110725,10.08
3.61320686149787,10.09
3.49098396110725,10.1
2.268754957201,10.11
2.87986945915412,10.12
2.63542365837287,10.13
2.63542365837287,10.14
3.49098396110725,10.15
3.49098396110725,10.16
3.00209235954475,10.17
2.39097785759162,10.18
2.7576465587635,10.19
3.246538160326,10.2
3.12431525993537,10.21
2.63542365837287,10.22
2.87986945915412,10.23
3.00209235954475,10.24
3.49098396110725,10.25
3.12431525993537,10.26
3.00209235954475,10.27
3.00209235954475,10.28
3.00209235954475,10.29
4.10209846306037,10.3
4.46876716423225,10.31
3.12431525993537,10.32
3.246538160326,10.33
3.246538160326,10.34
3.7354297618885,10.35
3.00209235954475,10.36
2.87986945915412,10.37
3.36876106071662,10.38
3.49098396110725,10.39
3.00209235954475,10.4
3.246538160326,10.41
3.61320686149787,10.42
3.36876106071662,10.43
3.36876106071662,10.44
3.00209235954475,10.45
3.7354297618885,10.46
3.00209235954475,10.47
3.12431525993537,10.48
3.00209235954475,10.49
3.00209235954475,10.5
3.00209235954475,10.51
3.7354297618885,10.52
3.00209235954475,10.53
3.00209235954475,10.54
3.7354297618885,10.55
3.36876106071662,10.56
2.87986945915412,10.57
3.246538160326,10.58
3.00209235954475,10.59
3.00209235954475,10.6
3.00209235954475,10.61
3.7354297618885,10.62
3.00209235954475,10.63
3.49098396110725,10.64
3.85765266227912,10.65
4.10209846306037,10.66
3.49098396110725,10.67
3.00209235954475,10.68
4.10209846306037,10.69
3.61320686149787,10.7
3.85765266227912,10.71
3.49098396110725,10.72
3.00209235954475,10.73
3.00209235954475,10.74
3.246538160326,10.75
3.36876106071662,10.76
3.7354297618885,10.77
4.10209846306037,10.78
3.7354297618885,10.79
3.12431525993537,10.8
4.10209846306037,10.81
3.246538160326,10.82
3.246538160326,10.83
3.85765266227912,10.84
3.61320686149787,10.85
3.49098396110725,10.86
3.49098396110725,10.87
3.61320686149787,10.88
3.85765266227912,10.89
4.10209846306037,10.9
3.85765266227912,10.91
3.49098396110725,10.92
4.34654426384162,10.93
3.61320686149787,10.94
3.85765266227912,10.95
4.46876716423225,10.96
4.7132129650135,10.97
4.224321363451,10.98
4.7132129650135,10.99
4.46876716423225,11
3.49098396110725,11.01
4.46876716423225,11.02
4.46876716423225,11.03
4.10209846306037,11.04
4.224321363451,11.05
4.7132129650135,11.06
5.32432746696662,11.07
3.61320686149787,11.08
4.224321363451,11.09
4.83543586540412,11.1
4.10209846306037,11.11
5.202104566576,11.12
4.46876716423225,11.13
5.07988166618537,11.14
5.202104566576,11.15
4.46876716423225,11.16
4.46876716423225,11.17
5.07988166618537,11.18
4.46876716423225,11.19
4.46876716423225,11.2
4.46876716423225,11.21
5.56877326774787,11.22
4.83543586540412,11.23
4.83543586540412,11.24
4.95765876579475,11.25
5.32432746696662,11.26
5.81321906852912,11.27
5.07988166618537,11.28
4.46876716423225,11.29
5.07988166618537,11.3
5.56877326774787,11.31
5.56877326774787,11.32
4.7132129650135,11.33
4.7132129650135,11.34
5.56877326774787,11.35
5.07988166618537,11.36
4.7132129650135,11.37
5.32432746696662,11.38
5.56877326774787,11.39
6.05766486931037,11.4
5.32432746696662,11.41
5.32432746696662,11.42
5.81321906852912,11.43
5.56877326774787,11.44
5.81321906852912,11.45
6.05766486931037,11.46
5.81321906852912,11.47
6.6687793712635,11.48
6.6687793712635,11.49
6.179887769701,11.5
5.56877326774787,11.51
6.30211067009162,11.52
6.179887769701,11.53
5.81321906852912,11.54
5.81321906852912,11.55
6.6687793712635,11.56
6.42433357048225,11.57
6.42433357048225,11.58
6.42433357048225,11.59
6.05766486931037,11.6
6.179887769701,11.61
7.03544807243537,11.62
6.6687793712635,11.63
6.6687793712635,11.64
5.81321906852912,11.65
7.03544807243537,11.66
6.42433357048225,11.67
6.6687793712635,11.68
6.42433357048225,11.69
7.6465625743885,11.7
7.40211677360725,11.71
7.03544807243537,11.72
7.03544807243537,11.73
7.40211677360725,11.74
7.76878547477912,11.75
7.6465625743885,11.76
6.6687793712635,11.77
7.6465625743885,11.78
7.27989387321662,11.79
7.89100837516975,11.8
7.27989387321662,11.81
